name,name_location,link,price,price_per_sqft,area,area_type,bedroom,bathroom,description,super_builtup,built_up,carpet_area,config_bedroom,config_bathroom,balcony,additional_rooms,price_text,floor,facing,overlooking,age,address,society,furnish_type,property_id,nearby_locations,furnish_details,features,rating,rating_list,status,Unnamed: 0
Malabar Apartments,"1 BHK House for sale in Malabar Hill, Mumbai",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-malabar-apartments-malabar-hill-south-mumbai-720-sq-ft-r1-spid-O80009983,₹2.75 Cr,"₹45,833 /sqft",720 sqft,Super Built-up Area,1 BHK,1  Bath,"Malabar apartments is one of the most popular destination for buying apartments/ flats in malabar hill, mumbai south. You too can be a part of this society by purchasing this 2 bhk flat here. The floor plan additionally contains 2 bedroom(s), 1 bathroom . All in all, the flat is spread over a super built up area of 720 sq.Ft. This flat is situated on the 1st floor of this 7 floors tall resident...",720.0,630.0,600.0,1 Bedroom,1 Bathroom,No Balcony,Study Room,2.75 Crore,1st   of 7 Floors,,Park/Garden,10+ Year Old,"Malabar Apartments Malabar Hill, Mumbai",,Semifurnished,O80009983,"[""Kemp's Corner"", 'Digambar Jain Derrasar', 'Jain Derasar', 'Saint Stephens', 'Sri Sri Radha Gopinath Mandir', 'Babu Amichand Panalal Jain Temple', 'Dena bank ATM', 'Hdfc ATM', 'Sbi ATM', 'Hospital For Women Care', ""Desa's Hospital"", 'Eye-Q Vision Care', 'Dr. Nadeem Rais Endocrinologist', 'Kapoor Eye Center', 'Cheers Child Care Clinic', 'Bombay City Eye Institute and Research Centre', 'Dr. Sunil n. vasani', ""Dr. Nilen Shah's Clinic"", 'Smt. Motiben B. Dalvi Hospital', 'Mangeshikar Access Gynecology and Infertility Center', 'Gynaecworld', 'Cumbala Hill Hospital and Heart Institute', 'The Vascular Clinic', 'Ria Clinic', 'Dr. Nisars Eye Care Centre', 'Dolby Hospital', 'Gamdevi Animal Shelter', 'Zarah Medical & Comestic Skin Clinic', 'Eyesrus hospital', 'Sobo Smiles Dental Clinic', 'Samyak Drishti Eye Centre', 'Foresight Eye Center', 'Cods Clinic', 'Dena bank', 'Bank of india', 'State bank of india', 'Tejpal Hall', 'Soam Restaurant', 'Jai Hind', 'The Culture House', 'Doolally Taproom', 'New York Restaurant & Bar', 'Tantra Restaurant & Bar', 'Koinonia Coffee Roasters', 'New Ideal', 'Golden Crown', 'Mama', 'Narayan Dosa', 'Cafe Ideal', 'Wilson College']","['1 Water Purifier', '2 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '1 Geyser', '1 Stove', '21 Light', '2 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '1 Bed', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']",4.5,"{'Environment': 4.3, 'Lifestyle': 4.4, 'Connectivity': 4.4, 'Safety': 4.5}",Ready To Move,
Vasant Park CHS,"2 BHK House for sale in Khadakpada, Kalyan West",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vasant-park-chs-khadakpada-mumbai-beyond-thane-850-sq-ft-spid-W80878873,₹75 Lac,"₹12,500 /sqft",850 sqft,Super Built-up Area,2 BHK,2  Baths,"Located in the popular residential address of khadakapda , thane outskirts, vasant park chs is one of the most preferred destination for apartments in thane outskirts. This 2 bhk flat is your ticket to be a part of this community. This property faces the south-East direction. Constructed on a super built up area of 850 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . This flat lies on the...",850.0,,600.0,2 Bedrooms,2 Bathrooms,No Balcony,Others,75 Lac,2nd   of 12 Floors,South-East,Park/Garden,5 to 10 Year Old,"Vasant Park CHS Khadakpada, Kalyan West",Vasant Park CHS,Furnished,W80878873,"['Shree Ram Mandir', 'Kali Masjid', 'Shwaas Multispeciality Hospital', 'Tanmay Health Care', 'Aayush Hospital', 'Anand Nursing Home', 'The Kalyan Hospital and Iccu', ""Kilbil Children's Hospital"", 'Pratibha Hospital', 'Bhoir Hospital', 'Lotus Maternity Home and Child Surgery Center', 'Gurukripa Criticare Hospital Kalyan', 'Sai Sanjivani Criticare Hospital', 'Cauvery Uroderm Centre', 'Sushrut Nursing Home', 'Wellspring Clinic', 'Sampada Hospital', 'Sai Prasad Nursing Home and Scu', 'Jagannath hospital', 'National Hospital', 'Katkar Hospital', 'Sai Shraddha Nursing Home', ""Social Service League Kalyan's Charitable Eye and General Hospital"", 'Dr Shahs Laser Eye Institute', 'Apex Hospital', 'Holy Cross Hospital Thane', 'Phadke Hospital', 'Shripada Maternity and Paediatric Nursing Home', 'Mhaskars Hospital Thane', 'Vatsalya Nursing Home', ""Dr. Sundeep D. Jadhav's Nursing Home"", 'Gastrocare Hospital', 'City Criticare Hospital', 'Dr Naiks Maternity and Nursing Home', 'Prathmesh Hospital', 'Dr Kakkars Vaishnavi Maternity and Nursing Home', 'Balaji Ent and Eye Hospital', 'Leela Eye Institute', 'Shree Om Sai Hospital', 'Yashonandan Hospital Maternity Padiatric and Genera', ""Dr. Wankhade's Fracture and Accident Hospital"", 'Om Hospital', 'Sanjeevani Hopital', 'Shelar Hospital', 'KDMC Central Railway Hospital', 'Sai Sanket Hospital', 'Dombivli nagari sahakari bank ltd.', 'Acharya Atre Rangmandir', ""McDonald's"", 'Regal College']","['2 Bed', '2 Wardrobe', '5 Fan', '1 Exhaust Fan', '2 Geyser', '6 Light', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']",4.4,"{'Environment': 4.2, 'Lifestyle': 4.3, 'Connectivity': 4.5, 'Safety': 4.4}",Ready To Move,
Agarwal Sky Heights,"1 BHK House for sale in Vasai East, Mumbai",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-agarwal-sky-heights-vasai-east-mumbai-425-sq-ft-to-451-sq-ft-npspid-B80032855,₹46.98  - 49.79 Lac,"₹11,046 /sqft",425-451 sqft,Carpet Area,1 BHK,,"Live in a world of comfort and style at Agarwal Sky Heights, located in Vasai East, Beyond Mira Road. Book your 1 BHK apartment now. Sprawling across a carpet area of 425.0 sq. ft. - 451.0 sq. ft., these are an under construction apartments. These are available at a price range of Rs. 46.98 Lac to Rs. 49.79 Lac. All the towers have with aesthetically crafted interiors as well as exteriors. The ...",,,,,,,,,,,,,,,,B80032855,"['Capital Mall', 'Broadway Cinema', 'I Global School', 'Vidya Vikasini School', 'Holy Family Convent', 'Vartak College', 'IASIS Hospital', 'Ozone Multispeciality Hospital', 'Platinum Hospital', 'Infinity Square']",[],[],4.2,"{'Environment': 4.3, 'Lifestyle': 4.1, 'Connectivity': 4.2, 'Safety': 4.2}",Under Construction,
Sunny Housing,"1 BHK House for sale in Neral, Thane",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-neral-mumbai-beyond-thane-620-sq-ft-r1-spid-A79159607,₹23.02 Lac,"₹3,712 /sqft",620 sqft,Built-up Area,1 BHK,1  Bath,"Sunny nx1 Site address: Plot no. 105, neral - Dhamote road, next to sunny homes, dhamote, neral (e). Office address: Manas enterprise, shop no 18, aaditi nirman nagari, neral, east, near neral railway station, tahsil-Karjat, dist - Raigad. Strategic partner: Manas enterprise A project by: Sunny housing Mr. Ashish patil Miss. Tejaswini jadhav Highlights of project 10min walking distance from ner...",,620.0,460.0,1 Bedroom,1 Bathroom,1 Balcony,,23.02 Lac,1st   of 7 Floors,West,"Club,Main Road,Others",0 to 1 Year Old,"Sunny Housing Neral, Thane",,Semifurnished,A79159607,"['Aayush Nursing Home', 'Sai Hospital', 'SMB Restaurant & Biryani House', 'Neral railway station', 'Neral ng railway station']",['4 Light'],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Lift(s)', 'False Ceiling Lighting', 'Water Storage', 'Recently Renovated', 'Bank Attached Property', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",3.9,"{'Environment': 4.4, 'Lifestyle': 3.9, 'Connectivity': 3.7, 'Safety': 4.1}",Ready To Move,
Matruashish,"3 BHK House for sale in Napean Sea Road, Malabar Hill, Mumbai",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-napean-sea-road-south-mumbai-1500-sq-ft-r4-spid-E75224103,₹7.99 Cr,"₹53,280 /sqft","1,500 sqft",Built-up Area,3 BHK,4  Baths,"Located in the popular residential address of napean sea road, mumbai south, matruashish is one of the most preferred destination for apartments in mumbai south. This 3 bhk flat is your ticket to be a part of this community. This residential flat is west-Facing direction. The floor plan additionally contains 3 bedroom(s), 4 bathrooms . All in all, the flat is spread over a built up area of 1500...",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,
S B TOWER DOMBIVLI,"1 BHK House for sale in Thakurli, Dombivli East",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-thakurli-mumbai-beyond-thane-650-sq-ft-spid-B81744696,₹37.5 Lac,"₹5,769 /sqft",650 sqft,Built-up Area,1 BHK,2  Baths,"S b tower dombivli is a well planned society that offers a pleasant living experience to its residents. This 1 bhk flat in thane outskirts is your opportunity to be a part of this community. The flat is over 650 sq.Ft. Built up area and comes with 1 bedroom(s), 2 bathrooms and 3 balconies. The property is located on the 10th floor of a 28 floors tall building. This residential flat is currently...",,,,,,,,,,,,,,,,,[],[],[],,{},Under Construction,
Sianna Heights,"3 BHK House for sale in IC Colony, Borivali West",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ic-colony-mumbai-andheri-dahisar-982-sq-ft-r8-spid-D70828570,₹2.75 Cr,"₹28,004 /sqft",982 sqft,Carpet Area,3 BHK,3  Baths,"Looking for a 3 bhk property for sale in mumbai andheri-Dahisar? Buy this 3 bhk flat in sianna heights that is situated in ic colony, mumbai andheri-Dahisar. The flat is east-Facing. Constructed on a carpet area of 982 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. The residential building has 22 floors in total and the flat for sale is located on the 15th floor. This resid...",,,,,,,,,,,,,,,,,[],[],[],,{},Under Construction,
On Request,"2 BHK House for sale in Vile Parle East, Mumbai",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vile-parle-east-western-mumbai-891-sq-ft-spid-G81583061,₹3.69 Cr,"₹41,414 /sqft",891 sqft,Carpet Area,2 BHK,2  Baths,"Looking for a 2 bhk property for sale in western mumbai? Buy this 2 bhk flat in on request that is situated in vile parle east, western mumbai. The flat is facing the east direction. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a carpet area of 891 sq.Ft. This flat lies on the 2nd level of a 7 storey building. As the project is already ready to move, so you can e...",,,891.0,2 Bedrooms,2 Bathrooms,1 Balcony,,3.69 Crore,2nd   of 7 Floors,East,,5 to 10 Year Old,"On Request Vile Parle East, Mumbai",,Semifurnished,G81583061,"['Jayashree', 'sacred heart church', 'St. Church', 'our lady of health church', 'Mahalaxmi Mandir', 'Hanuman Mandir', 'Saibaba Temple', 'Datta Mandir', 'State bank of india ATM', 'CGHS Dispensary No.14 Vakola', 'Dr. Rane hospital maternity & surgical', 'Navjivan Maternity and Surgical Nursing Home', ""Dr. Raut's Maternity and Surgical Nursing Home"", 'Dattatreya Nursing Home', 'Aseem Orthopaedic Hospital', 'Ashish Maternity and Nursing Home - Vile Parle E', 'Smt. Laxmiben Dharamsi Karsan Gala Eye Hospital', 'Shree Ramnath Eye Care', 'Siddhi Nursing Home', 'Vasudev Eye Clinic', 'Dr. Wagh Maternity Hospital', 'Parle Eye Hospital', 'Babasaheb Gawde Hospital', 'Upadhyaya Nursing Home Mumbai', 'Kalina Hospital', 'Dr.Satish G.Desai', 'Vatsalya Clinic', 'Vivek Pathology Laboratory', 'Day Care Eye Clinic Dr.S.V.Sharma Eye Clini', 'Kiran Hall', 'Suman', 'Parle Provision', 'Sahar Cargo Complex', 'State bank of india branch', 'Axis bank', 'Terminal food court', 'Shiu Sagar', 'Vidharbh Vada Pav', 'Hotel Shree Ganesh', 'Satkar', 'Daffodils', 'Simply South', 'Mohan Farsan', ""St. Charles Girls' High chool ground"", 'Addonics Solutions Pvt. Ltd', 'our lady of health high school', 'Vyas Sangeet Vidyalaya', 'Kalina Campus', 'Santacruz railway station', 'Tilak mandir library']","['2 Bed', '2 Wardrobe', '1 Sofa']","['Security / Fire Alarm', 'Water Storage', 'Piped-gas', 'Security Personnel']",4.4,"{'Lifestyle': 4.3, 'Connectivity': 4.5, 'Environment': 4.2, 'Safety': 4.4}",Ready To Move,
Perry Asterix Sea View,"4 BHK House for sale in Bandra West, Mumbai",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bandra-west-western-mumbai-1750-sq-ft-r1-spid-B79283171,₹19 Cr,"₹108,571 /sqft","1,750 sqft",Carpet Area,4 BHK,4  Baths,"Premier 4 bhk at perry road bandra west
Carpet area 1750 sqft approximately
With huge garden terrace space
1500 sqm of land parcel
3000 sqft ground floor lobby
1400 sqft gymnasium, 2500 sqft banquet hall, swimming pool, jogging track, net cricket, pickle ball, garden, cafe, barbeque space
Close proximity to hospitals, colleges, railway station and airport",,,1750.0,4 Bedrooms,4 Bathrooms,1 Balcony,"Study Room,Pooja Room,Store Room",19 Crore,11st   of 21 Floors,East,"Pool,Park/Garden,Club,Others",Within 6 months,"Perry Asterix Sea View Bandra West, Mumbai",,Unfurnished,B79283171,"['Bandra Market', 'Mandir', 'Masjid', 'Grotto', 'Ganpati Mandir', 'Standard chartered bank ATM', 'Empire Centre', 'MM Munshi Hospital', 'Dr. Jayprakash Hebbar', 'Parekh Eye Hospital', ""Dr. Shetty's Nursing Home"", 'Mahatma Gandhi Seva Mandir', 'National Centre for Training and Research into Cerebral Palsy', 'Ali Yavar Jung National Institute for the Hearing Handicapped', 'Bandra Medical Stores', 'Shifa Medical and General Store', 'Metro Medicals', 'Noble Plus Pharmacy', 'Union bank of india', 'Standard chartered bank', 'Central bank of india', 'Cosmos bank', 'Yes bank', 'Le Cinema', ""St. Andrew's Auditorium"", 'Rang Sharda', 'Elco Restaurant', 'Barbeque Nation', 'Temptations', 'Balaji Restaurant', 'TIBBS Frankies', 'Yamuna Excellency', 'Bombay Biryani', ""Jimme's Kitchen"", 'Goodluck Wines', 'Ice and Spice', 'Canara Bar and Restaurant', 'Imbiss Meating Joint', 'Deepa Bar and Restaurant', 'Coffee by Di Bella', 'Tavaa Restaurant', 'Mamagoto', 'Jamjar Diner', ""Ray's Cafe & Pizzeria"", 'Howra Burger', 'Moti Mahal', ""McDonald's"", 'Beer Garden', ""St. Peter's Kindergarten"", 'St.Andrews College Gate']",[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",4.4,"{'Lifestyle': 4.5, 'Connectivity': 4.5, 'Environment': 4.1, 'Safety': 4.3}",Under Construction,
Piramal Mahalaxmi,"3 BHK House for sale in Mahalaxmi, Mumbai",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-piramal-mahalaxmi-mahalaxmi-south-mumbai-1404-sq-ft-r1-spid-M78988539,₹7.02 Cr,"₹50,000 /sqft","1,404 sqft",Super Built-up Area,3 BHK,3  Baths,"We have many units available here. Situated in mahalaxmi, mumbai south, piramal mahalaxmi is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in mumbai south is your opportunity to be a part of this community. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of...",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,
Amar Villa Heritage,"3 BHK House for sale in Chembur, Mumbai",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amar-villa-heritage-chembur-central-mumbai-800-sq-ft-r5-spid-E73263501,₹3.25 Cr,"₹40,625 /sqft",800 sqft,Carpet Area,3 BHK,2  Baths,"Available excellent 2.5bhk for sale at diamond garden, close to ahubilla math. This beautiful apartment is a corner property which receives ample sunlight and ventilation. It is located in a quite and peaceful area and enjoys great connectivity to best restaurants, supermarkets, banks, salons etc. The building has a grand entrance lobby is well maintained society. Call us for inspection of this...",,,800.0,3 Bedrooms,2 Bathrooms,No Balcony,,3.25 Crore,6th   of 13 Floors,North,Others,1 to 5 Year Old,"Amar Villa Heritage Chembur, Mumbai",Amar Villa Heritage,Unfurnished,E73263501,"['Sharadambal Temple', 'Mar Gregorios Orthodox Syrian Church', 'masjid', 'Siddhi Vinayak Temple', 'Lobo Eye Clinic', 'Diamond Polyclinic', 'Laxmi Maternity and Nursing Home Mumbai', 'JOY Hospital', 'Sunny Childrens Hospital', 'Zen Multi Speciality Hospital', 'Oma Hospital', 'Shree Chembur Jain Medical Relief Centre', 'Rushabh Eye Hospital and Laser Centre', 'Dr.Sanjay Sonar Laparoscopy and Scopy Center', 'Dr. Das Hospital - Chembur Mumbai', 'Tandon Hospital', 'Mata Ramabai B Ambedkar Hospital', 'Matoshri Ramabai Ambedkar Maternity Hospital', 'Aayush Eye Clinic & Aayush Lasik Centre', 'Kolekar Hospital & ICCU', 'Shree Hospital', 'Hegde Hospital', 'Sai Kripa Childrens Hospital', 'Kamran Nursing Home', 'Dr Smita Mukherjees Eye Clinic', 'Yash Eye Care and Polyclinic', 'Disha Polyclinic and Nursing Home', ""Patankar's Hand and Limb Reconstruction Clinic"", 'Varsha Gandre Parekh Maternity and Surgical Hospital', 'Niramaya General Hospital', 'Balaji Medicals', 'Idfc first bank', 'Dena bank', 'State bank of india specialised nri branch', 'Hdfc bank', 'Ing bank', 'Icici bank', 'Vijya bank', 'Tea Ville Cafe', 'The J', 'Tossin Pizza', 'Barista', 'Geeta Bhawan', 'Dominoz Pizza', 'Via Bombay', 'Sevadaan Special School', 'National Job Development Center', 'Marathi Muncipal School', 'Vnp & rc marg junction railway station', 'Chembur railway station']",[],"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society']",4.2,"{'Lifestyle': 4.3, 'Connectivity': 4.3, 'Environment': 4.0, 'Safety': 4.2}",Ready To Move,
Rajaram Sukur Sapphire,"1 BHK House for sale in Anand Nagar, Thane",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-rajaram-sukur-sapphire-anand-nagar-mumbai-thane-640-sq-ft-spid-U79335763,₹60 Lac,"₹13,953 /sqft",640 sqft,Super Built-up Area,1 BHK,2  Baths,"This lovely 1 bhk apartment/flat in anand nagar is available for sale in one of thane's most popular projects, rajaram sukur sapphire. This residential flat is east-Facing direction. The floor plan additionally contains 1 bedroom(s), 2 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 640 sq.Ft. The flat has a total of 20 floors and this property is situate...",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,
Kalpataru Radiance,"3 BHK House for sale in Goregaon West, Mumbai",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kalpataru-radiance-goregaon-west-mumbai-andheri-dahisar-1033-sq-ft-spid-X81343853,₹3.65 Cr,"₹35,375 /sqft","1,033 sqft",Carpet Area,3 BHK,3  Baths,"Check out this 3 bhk apartment for sale in kalpataru radiance, a popular residential project that houses in-Demand flats in goregaon west, western mumbai. This residential flat is west-Facing direction. The flat occupies a carpet area of 1033 sq.Ft. That consists of 3 bedrooms, 3 bathrooms . The residential building has 33 floors in total and the flat for sale is located on the 10th floor. This...",,,,,,,,,,,,,,,,,[],[],[],,{},Ready To Move,
